時間,開盤,最高,最低,收盤,成交量
2020-02-22 10:00:00,258.92,260.49,258.5,259.79,9117.688
2020-02-22 11:00:00,259.82,262.59,259.82,262.51,20637.715
2020-02-22 12:00:00,262.41,264.57,261.69,262.71,14227.426
2020-02-22 13:00:00,262.7,263.87,261.93,262.66,8031.249
2020-02-22 14:00:00,262.71,263.36,261.36,261.98,7096.515
2020-02-22 15:00:00,261.96,262.29,259.93,261.3,10976.346
2020-02-22 16:00:00,261.32,262.81,258.75,262.29,13625.541
2020-02-22 17:00:00,262.37,263.6,260.1,262.36,12517.912
2020-02-22 18:00:00,262.15,262.27,259.74,261.42,8991.045
2020-02-22 19:00:00,261.58,263.0,260.73,260.81,8151.529
2020-02-22 20:00:00,260.74,262.97,260.74,261.56,6678.48
2020-02-22 21:00:00,261.57,263.07,261.57,263.07,6032.158
2020-02-22 22:00:00,263.09,263.12,261.39,261.85,3587.532
2020-02-22 23:00:00,261.77,262.25,260.47,261.59,9049.927
2020-02-23 00:00:00,261.47,263.98,261.47,263.65,7592.625
2020-02-23 01:00:00,263.66,263.82,261.16,262.15,10609.877
2020-02-23 02:00:00,262.16,263.48,261.82,263.45,10501.232
2020-02-23 03:00:00,263.45,266.2,262.98,265.73,16060.805
2020-02-23 04:00:00,265.77,268.65,265.73,266.2,21330.342
2020-02-23 05:00:00,266.29,269.76,265.97,269.09,13769.876
2020-02-23 06:00:00,269.03,272.24,269.0,271.27,19915.751
2020-02-23 07:00:00,271.32,271.85,270.08,270.7,8724.99
2020-02-23 08:00:00,270.74,271.46,269.81,271.46,8451.555
2020-02-23 09:00:00,271.45,273.74,271.09,272.33,9938.775
2020-02-23 10:00:00,272.33,275.19,270.23,270.6,14810.046
2020-02-23 11:00:00,270.64,271.81,267.6,268.49,9700.036
2020-02-23 12:00:00,268.41,270.67,268.34,270.1,8532.946
2020-02-23 13:00:00,270.03,272.18,269.7,271.05,5836.603
2020-02-23 14:00:00,271.06,273.0,270.56,272.33,5563.236
2020-02-23 15:00:00,272.27,272.64,269.24,270.23,6899.616
2020-02-23 16:00:00,270.24,271.65,268.83,270.46,5166.271
2020-02-23 17:00:00,270.3,272.19,269.91,270.81,3369.55
2020-02-23 18:00:00,270.7,271.72,270.09,271.1,1972.579
2020-02-23 19:00:00,271.11,271.65,270.41,270.77,2549.322
2020-02-23 20:00:00,270.76,270.95,269.53,270.24,2495.018
2020-02-23 21:00:00,270.29,271.44,270.17,271.22,2333.015
2020-02-23 22:00:00,271.28,272.92,270.1,272.5,3920.265
2020-02-23 23:00:00,272.58,275.6,272.19,274.51,13233.306
2020-02-24 00:00:00,274.5,277.13,273.76,275.98,11409.667
2020-02-24 01:00:00,275.99,275.99,272.79,272.79,9312.434
2020-02-24 02:00:00,272.71,274.34,266.1,268.34,16369.068
2020-02-24 03:00:00,268.42,269.26,267.11,268.18,9489.896
2020-02-24 04:00:00,268.1,268.1,266.06,267.89,8972.148
2020-02-24 05:00:00,267.93,268.94,267.27,268.71,4050.883
2020-02-24 06:00:00,268.81,268.81,266.46,267.0,5501.119
2020-02-24 07:00:00,267.02,267.43,263.4,267.31,17395.397
2020-02-24 08:00:00,267.3,268.22,266.81,267.78,7379.637
2020-02-24 09:00:00,267.78,267.81,265.51,266.27,5546.889
2020-02-24 10:00:00,266.27,267.65,265.52,267.38,6395.074
2020-02-24 11:00:00,267.36,272.34,266.83,271.92,9053.678
2020-02-24 12:00:00,271.93,272.41,270.2,270.56,14504.312
2020-02-24 13:00:00,270.4,271.23,268.65,269.07,11835.046
2020-02-24 14:00:00,268.94,272.36,268.19,268.54,9148.996
2020-02-24 15:00:00,268.67,269.72,266.01,267.4,13260.079
2020-02-24 16:00:00,267.28,270.65,266.43,267.55,11223.631
2020-02-24 17:00:00,267.71,268.12,262.83,264.18,12613.645
2020-02-24 18:00:00,264.16,264.16,257.37,262.44,17514.042
2020-02-24 19:00:00,262.41,265.58,261.51,263.44,8884.822
2020-02-24 20:00:00,263.45,265.16,261.3,261.66,8850.08
2020-02-24 21:00:00,261.66,262.67,259.57,262.13,8196.445
2020-02-24 22:00:00,262.2,264.82,261.75,263.69,4439.128
2020-02-24 23:00:00,263.64,266.75,262.16,265.64,12063.902
2020-02-25 00:00:00,265.63,266.32,262.2,263.86,5237.812
2020-02-25 01:00:00,263.86,265.42,261.79,262.06,3591.664
2020-02-25 02:00:00,262.13,263.97,260.78,263.3,5160.138
2020-02-25 03:00:00,263.3,264.26,261.83,261.88,5147.429
2020-02-25 04:00:00,261.85,262.75,261.1,261.34,4778.402
2020-02-25 05:00:00,261.35,262.02,258.26,259.81,12987.213
2020-02-25 06:00:00,259.82,260.52,255.27,258.08,16125.582
2020-02-25 07:00:00,258.03,258.37,255.35,257.68,16023.667
2020-02-25 08:00:00,257.64,260.15,256.72,258.45,11462.717
2020-02-25 09:00:00,258.44,261.14,258.24,259.14,8689.132
2020-02-25 10:00:00,259.09,260.49,258.36,258.7,8346.325
2020-02-25 11:00:00,258.7,263.21,256.03,262.39,19594.466
2020-02-25 12:00:00,262.4,264.67,260.3,261.17,16428.582
2020-02-25 13:00:00,261.17,261.87,258.7,259.19,16442.786
2020-02-25 14:00:00,259.11,259.3,252.61,253.75,40581.411
2020-02-25 15:00:00,253.86,254.87,250.14,252.64,23462.395
2020-02-25 16:00:00,252.61,255.5,246.17,247.23,35145.686
2020-02-25 17:00:00,247.28,251.56,246.23,249.29,17173.836
2020-02-25 18:00:00,249.26,253.01,248.97,251.89,9698.105
2020-02-25 19:00:00,251.88,252.44,249.18,250.63,9302.173
2020-02-25 20:00:00,250.64,250.91,246.54,248.9,10898.781
2020-02-25 21:00:00,248.95,252.01,244.74,250.87,16758.304
2020-02-25 22:00:00,250.82,253.26,249.79,252.14,6107.378
2020-02-25 23:00:00,252.13,252.13,246.32,246.88,9710.922
2020-02-26 00:00:00,246.86,250.6,245.19,246.97,16178.907
2020-02-26 01:00:00,247.02,248.0,240.04,240.15,33023.948
2020-02-26 02:00:00,240.15,241.65,236.03,240.23,34943.226
2020-02-26 03:00:00,240.25,240.36,237.79,239.12,14517.07
2020-02-26 04:00:00,239.12,241.35,237.46,240.76,20804.331
2020-02-26 05:00:00,240.78,241.06,238.71,241.03,13088.373
2020-02-26 06:00:00,241.0,242.19,239.76,241.51,18949.367
2020-02-26 07:00:00,241.47,241.75,237.0,237.54,18383.411
2020-02-26 08:00:00,237.49,240.3,235.21,238.85,27887.068
2020-02-26 09:00:00,238.86,238.95,235.51,235.87,23544.074
2020-02-26 10:00:00,235.82,238.84,235.08,238.22,20894.901
2020-02-26 11:00:00,238.16,238.3,235.3,235.76,13142.139
2020-02-26 12:00:00,235.8,241.84,231.58,240.85,40223.462
2020-02-26 13:00:00,240.9,240.99,231.6,234.57,28464.103
2020-02-26 14:00:00,234.53,236.14,230.0,232.03,43879.628
2020-02-26 15:00:00,231.96,232.62,226.0,226.69,29588.048
2020-02-26 16:00:00,226.72,228.74,215.58,222.37,62079.232
2020-02-26 17:00:00,222.44,223.93,219.75,222.6,30978.223
2020-02-26 18:00:00,222.62,232.55,222.09,232.06,22518.703
2020-02-26 19:00:00,232.03,232.1,226.93,229.72,14745.173
2020-02-26 20:00:00,229.93,231.79,226.88,228.39,9834.194
2020-02-26 21:00:00,228.4,229.92,223.82,223.82,8626.471
2020-02-26 22:00:00,223.81,228.63,222.02,225.58,8161.801
2020-02-26 23:00:00,225.48,228.48,223.44,223.87,12483.933
2020-02-27 00:00:00,223.98,224.01,215.26,216.41,30677.021
2020-02-27 01:00:00,216.55,220.35,210.0,218.6,29992.161
2020-02-27 02:00:00,218.43,219.97,214.55,217.17,18497.192
2020-02-27 03:00:00,217.16,220.0,214.61,218.66,20158.731
2020-02-27 04:00:00,218.84,219.53,216.8,218.28,14698.479
2020-02-27 05:00:00,218.23,221.99,218.1,221.32,17804.935
2020-02-27 06:00:00,221.2,225.1,220.35,223.64,20008.344
2020-02-27 07:00:00,223.62,226.14,222.89,225.2,21644.911
2020-02-27 08:00:00,225.19,231.56,224.51,228.02,29873.456
2020-02-27 09:00:00,228.0,230.83,223.5,223.77,24537.164
2020-02-27 10:00:00,223.77,228.27,223.39,228.16,23995.154
2020-02-27 11:00:00,228.17,229.07,224.96,226.77,18977.01
2020-02-27 12:00:00,226.84,233.4,225.36,227.06,40077.031
2020-02-27 13:00:00,227.04,229.85,225.81,228.8,18871.484
2020-02-27 14:00:00,228.77,231.75,228.0,229.84,12711.559
2020-02-27 15:00:00,229.79,233.01,229.53,231.21,18714.211
2020-02-27 16:00:00,231.2,237.76,231.2,236.58,30699.353
2020-02-27 17:00:00,236.59,238.41,234.91,235.75,21014.633
2020-02-27 18:00:00,235.75,236.64,233.22,233.99,16524.0
2020-02-27 19:00:00,233.98,235.65,231.58,235.02,16863.623
2020-02-27 20:00:00,235.08,235.1,232.08,232.7,12345.605
2020-02-27 21:00:00,232.7,233.68,225.29,226.65,17325.929
2020-02-27 22:00:00,226.66,229.24,222.65,228.9,12640.886
2020-02-27 23:00:00,228.98,229.98,224.25,227.6,17976.357
2020-02-28 00:00:00,227.65,232.01,226.81,230.25,20800.943
2020-02-28 01:00:00,230.23,233.62,228.0,233.0,19504.23
2020-02-28 02:00:00,233.0,234.57,230.66,232.18,20402.406
2020-02-28 03:00:00,232.17,233.4,228.86,229.86,16926.707
2020-02-28 04:00:00,229.81,230.9,228.34,228.9,17797.545
2020-02-28 05:00:00,229.02,229.29,226.37,227.15,18566.741
2020-02-28 06:00:00,227.15,227.85,225.5,226.14,32056.448
2020-02-28 07:00:00,226.15,226.56,222.7,224.1,28278.095
2020-02-28 08:00:00,224.1,226.87,223.75,223.8,14723.471
2020-02-28 09:00:00,223.8,224.16,217.72,219.63,30394.281
2020-02-28 10:00:00,219.6,222.22,217.03,221.37,30097.79
2020-02-28 11:00:00,221.37,223.09,219.27,220.67,15206.339
2020-02-28 12:00:00,220.75,221.24,213.96,217.98,36123.047
2020-02-28 13:00:00,217.95,225.12,216.48,223.47,31613.197
2020-02-28 14:00:00,223.45,224.77,220.64,224.32,34262.527
2020-02-28 15:00:00,224.33,227.5,221.83,227.06,24748.604
2020-02-28 16:00:00,227.04,228.48,223.6,224.0,40458.14
2020-02-28 17:00:00,223.92,224.33,220.23,223.01,40232.894
2020-02-28 18:00:00,223.04,226.05,221.34,221.56,19948.664
2020-02-28 19:00:00,221.56,223.17,220.29,222.5,11462.882
2020-02-28 20:00:00,222.56,226.2,222.16,223.49,13449.599
2020-02-28 21:00:00,223.4,226.75,223.31,226.03,9202.927
2020-02-28 22:00:00,225.91,229.67,225.41,229.52,7529.316
2020-02-28 23:00:00,229.57,230.36,226.21,226.74,9910.169
2020-02-29 00:00:00,226.73,231.94,226.73,229.49,18655.062
2020-02-29 01:00:00,229.49,230.69,226.96,226.96,11001.097
2020-02-29 02:00:00,226.95,229.9,226.71,228.84,13567.761
2020-02-29 03:00:00,228.92,230.32,227.83,229.86,16115.144
2020-02-29 04:00:00,229.83,232.65,229.82,231.62,17522.026
2020-02-29 05:00:00,231.51,233.09,230.86,232.06,18049.048
2020-02-29 06:00:00,232.06,232.88,228.25,228.44,22076.637
2020-02-29 07:00:00,228.42,229.8,227.51,229.32,13795.953
2020-02-29 08:00:00,229.34,230.14,227.99,228.7,11622.028
2020-02-29 09:00:00,228.66,228.66,225.0,225.3,19671.395
2020-02-29 10:00:00,225.3,228.08,222.25,222.75,24977.693
2020-02-29 11:00:00,222.75,226.39,222.01,226.22,17376.065
2020-02-29 12:00:00,226.22,226.22,224.01,225.16,13240.284
2020-02-29 13:00:00,225.16,225.16,222.84,224.13,20042.144
2020-02-29 14:00:00,223.97,223.97,220.94,222.9,18619.701
2020-02-29 15:00:00,222.92,225.63,221.36,223.86,18021.874
2020-02-29 16:00:00,223.88,225.59,222.15,222.51,22606.392
2020-02-29 17:00:00,222.33,225.48,222.0,225.39,10216.368
2020-02-29 18:00:00,225.22,226.0,224.28,224.75,9231.68
2020-02-29 19:00:00,224.79,225.79,223.58,225.1,7166.177
2020-02-29 20:00:00,225.08,225.28,223.22,224.58,8658.626
2020-02-29 21:00:00,224.57,224.98,222.65,223.53,6986.888
2020-02-29 22:00:00,223.55,223.55,222.26,223.48,11449.338
2020-02-29 23:00:00,223.5,223.79,217.0,217.23,18527.129
2020-03-01 00:00:00,217.23,221.28,217.01,218.26,24671.031
2020-03-01 01:00:00,218.27,224.12,216.0,223.66,33588.768
2020-03-01 02:00:00,223.64,225.88,222.71,223.57,23641.256
2020-03-01 03:00:00,223.55,225.58,223.18,223.62,12719.659
2020-03-01 04:00:00,223.63,224.87,221.72,222.51,11623.535
2020-03-01 05:00:00,222.48,222.84,220.16,222.55,14231.173
2020-03-01 06:00:00,222.54,222.82,220.0,220.43,16007.9
2020-03-01 07:00:00,220.38,221.13,218.8,219.98,14532.962
2020-03-01 08:00:00,219.98,222.87,219.21,219.67,20091.851
2020-03-01 09:00:00,219.65,221.61,218.8,219.08,13256.96
2020-03-01 10:00:00,219.13,221.87,219.13,221.24,10835.498
2020-03-01 11:00:00,221.25,224.79,220.52,224.45,18194.202
2020-03-01 12:00:00,224.46,228.04,221.51,221.82,36074.711
2020-03-01 13:00:00,221.82,224.0,219.88,222.46,22692.728
2020-03-01 14:00:00,222.48,223.27,220.24,220.47,12498.616
2020-03-01 15:00:00,220.48,221.97,219.86,220.4,15222.965
2020-03-01 16:00:00,220.3,221.59,214.5,217.47,29101.923
2020-03-01 17:00:00,217.52,217.52,214.6,216.14,16770.007
2020-03-01 18:00:00,216.09,216.09,212.49,212.97,16281.95
2020-03-01 19:00:00,212.92,218.0,212.33,216.49,10217.762
2020-03-01 20:00:00,216.42,216.97,214.53,214.53,5697.114
2020-03-01 21:00:00,214.56,215.15,213.65,215.15,6924.255
2020-03-01 22:00:00,215.2,219.36,215.09,218.93,11141.692
2020-03-01 23:00:00,218.98,221.3,217.59,217.92,17804.56
2020-03-02 00:00:00,217.91,219.98,216.15,218.91,17716.405
2020-03-02 01:00:00,218.96,219.44,216.39,219.26,10284.28
2020-03-02 02:00:00,219.24,222.26,218.55,221.24,22167.855
2020-03-02 03:00:00,221.25,221.98,218.72,218.91,14479.969
2020-03-02 04:00:00,218.86,221.34,218.78,221.07,9807.954
2020-03-02 05:00:00,221.09,221.95,220.17,221.45,14750.506
2020-03-02 06:00:00,221.46,222.8,220.55,220.75,15152.252
2020-03-02 07:00:00,220.79,221.71,219.94,220.14,12272.642
2020-03-02 08:00:00,220.09,221.95,219.76,221.85,14191.723
2020-03-02 09:00:00,221.88,222.99,220.94,222.66,17463.198
2020-03-02 10:00:00,222.64,225.64,222.64,224.19,36609.843
2020-03-02 11:00:00,224.2,225.5,223.84,224.74,16753.525
2020-03-02 12:00:00,224.71,225.4,222.68,224.3,18531.334
2020-03-02 13:00:00,224.31,228.35,224.31,227.28,26668.205
2020-03-02 14:00:00,227.33,230.0,226.13,227.99,23175.077
2020-03-02 15:00:00,227.97,229.86,226.61,228.31,17549.383
2020-03-02 16:00:00,228.32,232.74,227.56,231.84,30181.033
2020-03-02 17:00:00,231.95,234.54,231.36,231.74,19430.553
2020-03-02 18:00:00,231.65,233.5,230.89,231.48,15446.515
2020-03-02 19:00:00,231.4,232.22,230.12,232.22,14482.514
2020-03-02 20:00:00,232.1,232.2,230.44,231.78,11247.157
2020-03-02 21:00:00,231.82,233.5,231.66,232.78,12352.477
2020-03-02 22:00:00,232.77,232.96,230.39,230.4,11445.229
2020-03-02 23:00:00,230.39,231.75,229.31,231.75,16594.969
2020-03-03 00:00:00,231.88,231.88,227.52,227.99,32363.423
2020-03-03 01:00:00,227.98,230.14,227.55,228.12,18629.347
2020-03-03 02:00:00,228.0,230.62,227.86,230.24,21034.137
2020-03-03 03:00:00,230.23,232.08,229.11,231.46,17807.871
2020-03-03 04:00:00,231.34,231.39,229.32,229.59,16369.702
2020-03-03 05:00:00,229.56,230.31,228.22,229.87,15403.8
2020-03-03 06:00:00,230.0,230.04,226.34,227.19,16466.555
2020-03-03 07:00:00,227.25,228.17,226.38,226.95,19904.208
2020-03-03 08:00:00,226.91,228.44,226.19,226.99,17503.214
2020-03-03 09:00:00,227.02,229.22,226.53,229.01,15570.807
2020-03-03 10:00:00,229.03,230.75,228.28,229.41,18961.737
2020-03-03 11:00:00,229.4,231.53,229.33,231.06,17381.183
2020-03-03 12:00:00,231.06,232.56,227.46,228.3,33168.652
2020-03-03 13:00:00,228.33,228.84,226.98,228.37,20578.012
2020-03-03 14:00:00,228.36,228.36,223.65,224.79,22553.181
2020-03-03 15:00:00,224.77,229.17,221.33,224.62,51129.609
2020-03-03 16:00:00,224.55,225.46,219.92,221.9,25290.512
2020-03-03 17:00:00,221.93,223.26,221.39,222.95,14235.251
2020-03-03 18:00:00,222.9,223.61,222.0,223.21,14547.302
2020-03-03 19:00:00,223.19,223.87,221.83,223.61,12333.481
2020-03-03 20:00:00,223.67,223.76,221.54,222.33,12005.035
2020-03-03 21:00:00,222.26,224.06,222.02,223.85,10275.103
2020-03-03 22:00:00,223.8,224.73,223.27,224.33,7781.689
2020-03-03 23:00:00,224.36,225.3,223.5,223.9,9080.946
2020-03-04 00:00:00,223.79,225.04,222.43,225.03,12701.465
2020-03-04 01:00:00,225.0,228.0,224.9,227.32,18227.361
2020-03-04 02:00:00,227.29,228.63,226.88,227.07,17124.605
2020-03-04 03:00:00,227.11,227.81,225.8,226.1,12973.811
2020-03-04 04:00:00,226.19,227.9,225.96,227.3,12589.986
2020-03-04 05:00:00,227.32,227.32,225.35,226.25,10613.717
2020-03-04 06:00:00,226.25,226.48,224.13,225.1,15141.157
2020-03-04 07:00:00,225.09,226.8,224.8,226.45,11701.457
2020-03-04 08:00:00,226.45,227.06,225.13,226.47,12746.715
2020-03-04 09:00:00,226.45,226.45,223.11,223.52,19375.451
2020-03-04 10:00:00,223.54,224.54,222.89,223.08,12954.103
2020-03-04 11:00:00,223.06,223.85,221.23,223.13,18899.137
2020-03-04 12:00:00,223.13,223.84,222.31,222.6,14698.536
2020-03-04 13:00:00,222.67,224.5,222.64,224.48,10262.076
2020-03-04 14:00:00,224.47,225.33,222.48,223.05,14933.988
2020-03-04 15:00:00,223.12,224.0,220.92,221.6,21853.844
2020-03-04 16:00:00,221.6,223.31,220.08,222.97,26117.596
2020-03-04 17:00:00,222.91,223.66,221.98,222.97,7710.433
2020-03-04 18:00:00,222.96,223.1,221.27,222.24,10183.51
2020-03-04 19:00:00,222.27,222.92,221.72,222.33,7613.954
2020-03-04 20:00:00,222.36,222.36,220.84,221.54,10747.126
2020-03-04 21:00:00,221.54,222.86,220.95,222.47,7106.84
2020-03-04 22:00:00,222.48,224.0,222.48,223.2,6640.848
2020-03-04 23:00:00,223.21,224.42,223.08,224.35,8691.632
2020-03-05 00:00:00,224.31,227.34,224.31,226.4,22101.427
2020-03-05 01:00:00,226.38,227.09,225.41,226.92,14547.781
2020-03-05 02:00:00,226.91,227.84,225.85,227.49,16856.88
2020-03-05 03:00:00,227.49,228.1,226.37,226.44,17852.798
2020-03-05 04:00:00,226.49,227.14,226.3,226.54,11794.319
2020-03-05 05:00:00,226.53,228.87,226.28,228.66,15623.445
2020-03-05 06:00:00,228.7,229.45,227.81,228.28,15281.634
2020-03-05 07:00:00,228.39,228.57,226.9,227.53,11198.646
2020-03-05 08:00:00,227.68,228.65,227.4,228.64,9299.496
2020-03-05 09:00:00,228.61,231.5,228.24,231.22,22575.518
2020-03-05 10:00:00,231.23,232.18,230.2,232.04,14551.465
2020-03-05 11:00:00,232.05,233.06,231.58,232.32,17868.189
2020-03-05 12:00:00,232.3,234.33,231.81,231.81,26734.864
2020-03-05 13:00:00,231.82,232.07,230.3,232.07,16276.285
2020-03-05 14:00:00,232.03,232.47,229.32,229.37,13402.918
2020-03-05 15:00:00,229.37,231.5,229.37,231.47,14686.149
2020-03-05 16:00:00,231.5,233.36,230.78,232.33,14415.024
2020-03-05 17:00:00,232.3,232.99,231.53,232.21,11124.899
2020-03-05 18:00:00,232.26,232.76,231.27,231.85,9485.354
2020-03-05 19:00:00,231.86,232.7,230.53,232.68,8511.685
2020-03-05 20:00:00,232.77,232.8,230.16,231.32,9340.911
2020-03-05 21:00:00,231.23,231.62,230.4,230.74,9760.862
2020-03-05 22:00:00,230.74,230.74,228.5,228.76,9405.472
2020-03-05 23:00:00,228.71,229.01,226.52,228.58,22593.086
2020-03-06 00:00:00,228.58,229.69,227.66,227.84,17542.945
2020-03-06 01:00:00,227.82,229.59,227.37,228.58,20499.231
2020-03-06 02:00:00,228.58,230.68,228.3,229.4,12794.67
2020-03-06 03:00:00,229.39,230.12,229.0,229.0,8401.505
2020-03-06 04:00:00,229.0,229.35,228.58,229.0,9149.88
2020-03-06 05:00:00,229.0,234.3,228.93,233.24,26582.598
2020-03-06 06:00:00,233.47,236.14,233.47,235.14,29403.94
2020-03-06 07:00:00,235.16,237.85,235.15,235.72,23207.256
2020-03-06 08:00:00,235.85,236.6,234.3,236.6,16851.888
2020-03-06 09:00:00,236.46,236.9,235.64,236.23,13579.061
2020-03-06 10:00:00,236.21,238.23,235.6,237.9,12018.268
2020-03-06 11:00:00,237.9,241.7,237.9,240.19,33051.144
2020-03-06 12:00:00,240.2,240.24,237.58,238.96,18564.554
2020-03-06 13:00:00,238.95,239.15,236.13,236.39,12933.666
2020-03-06 14:00:00,236.37,238.54,236.01,237.23,14807.255
2020-03-06 15:00:00,237.24,237.83,234.71,234.71,17370.519
2020-03-06 16:00:00,234.72,237.22,234.72,236.57,11019.698
2020-03-06 17:00:00,236.61,238.52,236.61,238.32,6844.927
2020-03-06 18:00:00,238.33,238.49,237.05,237.84,5644.631
2020-03-06 19:00:00,237.85,238.84,237.15,237.78,6750.725
2020-03-06 20:00:00,237.78,239.0,237.73,238.75,4232.066
2020-03-06 21:00:00,238.75,240.88,238.75,240.39,7728.769
2020-03-06 22:00:00,240.39,240.92,238.96,239.87,6983.625
2020-03-06 23:00:00,239.89,245.03,239.79,244.79,23334.172
2020-03-07 00:00:00,244.85,245.88,243.06,244.13,17459.848
2020-03-07 01:00:00,244.19,244.56,242.22,242.8,10746.118
2020-03-07 02:00:00,242.8,244.5,242.72,244.4,6436.03
2020-03-07 03:00:00,244.4,245.48,243.85,243.85,11017.671
2020-03-07 04:00:00,243.82,244.35,242.54,243.32,9387.492
2020-03-07 05:00:00,243.33,243.54,242.0,243.21,15394.969
2020-03-07 06:00:00,243.21,244.77,242.35,242.35,12255.095
2020-03-07 07:00:00,242.33,243.49,241.01,243.2,10159.771
2020-03-07 08:00:00,243.21,244.39,243.01,244.23,7791.685
2020-03-07 09:00:00,244.21,244.99,243.71,244.98,9684.21
2020-03-07 10:00:00,245.0,245.3,243.69,243.78,10359.0
2020-03-07 11:00:00,243.79,244.65,243.35,243.77,8218.138
2020-03-07 12:00:00,243.77,246.94,243.19,243.2,22715.244
2020-03-07 13:00:00,243.2,244.46,242.33,243.13,16671.139
2020-03-07 14:00:00,243.11,244.81,243.04,244.76,9430.785
2020-03-07 15:00:00,244.72,247.3,244.4,246.79,13245.359
2020-03-07 16:00:00,246.77,251.85,243.3,245.4,59095.969
2020-03-07 17:00:00,245.39,245.4,237.71,239.13,51153.897
2020-03-07 18:00:00,239.14,240.0,236.22,238.87,48570.682
2020-03-07 19:00:00,238.88,239.54,237.68,238.71,11899.525
2020-03-07 20:00:00,238.68,238.95,237.55,237.71,8486.278
2020-03-07 21:00:00,237.7,239.24,237.18,238.14,5802.772
2020-03-07 22:00:00,238.12,240.54,237.9,240.02,4723.956
2020-03-07 23:00:00,240.05,240.1,236.9,237.43,14261.068
2020-03-08 00:00:00,237.4,237.4,231.93,233.91,31188.832
2020-03-08 01:00:00,234.01,234.2,232.0,232.75,12470.394
2020-03-08 02:00:00,232.81,233.55,229.11,230.09,14009.591
2020-03-08 03:00:00,230.12,232.12,229.51,231.4,11086.631
2020-03-08 04:00:00,231.51,231.89,230.33,230.93,8999.329
2020-03-08 05:00:00,230.97,231.23,229.5,229.62,9210.516
2020-03-08 06:00:00,229.66,229.78,227.21,229.16,18109.241
2020-03-08 07:00:00,229.16,230.5,229.12,230.01,11996.019
2020-03-08 08:00:00,229.95,229.95,228.6,229.27,8127.959
2020-03-08 09:00:00,229.28,230.75,229.23,229.73,7249.817
2020-03-08 10:00:00,229.93,231.9,229.1,231.63,10542.324
2020-03-08 11:00:00,231.63,232.66,230.63,231.59,10753.054
2020-03-08 12:00:00,231.58,231.79,224.44,225.96,19786.907
2020-03-08 13:00:00,225.95,226.4,222.76,224.89,21307.155
2020-03-08 14:00:00,224.88,225.25,218.13,220.3,31325.51
2020-03-08 15:00:00,220.28,221.48,211.89,216.72,59556.145
2020-03-08 16:00:00,216.67,217.25,202.53,212.37,61958.93
2020-03-08 17:00:00,212.39,217.94,209.78,215.32,24964.857
2020-03-08 18:00:00,215.44,215.93,213.28,214.25,12425.254
2020-03-08 19:00:00,214.15,214.23,211.44,213.13,10011.694
2020-03-08 20:00:00,212.96,213.88,209.5,209.56,7794.63
2020-03-08 21:00:00,209.5,212.05,208.0,209.91,11353.376
2020-03-08 22:00:00,209.87,211.25,203.61,203.65,24088.683
2020-03-08 23:00:00,203.65,209.51,195.09,199.3,34522.179
2020-03-09 00:00:00,199.29,207.13,197.86,202.96,35492.258
2020-03-09 01:00:00,202.95,206.35,200.5,204.48,16679.747
2020-03-09 02:00:00,204.48,205.61,200.11,200.37,27073.709
2020-03-09 03:00:00,200.41,204.51,197.82,201.45,31107.276
2020-03-09 04:00:00,201.54,201.68,196.09,200.54,54626.746
2020-03-09 05:00:00,200.42,206.35,196.7,205.23,57445.036
2020-03-09 06:00:00,205.16,208.02,203.59,204.84,44707.818
2020-03-09 07:00:00,204.91,206.62,204.38,205.62,21093.041
2020-03-09 08:00:00,205.63,208.47,205.59,207.46,30351.043
2020-03-09 09:00:00,207.48,207.54,203.11,203.48,21661.802
2020-03-09 10:00:00,203.41,205.24,203.14,203.47,14705.186
2020-03-09 11:00:00,203.41,203.43,199.01,201.07,36757.427
2020-03-09 12:00:00,201.07,205.06,200.79,204.61,36168.537
2020-03-09 13:00:00,204.69,205.08,197.84,202.78,52650.87
2020-03-09 14:00:00,202.78,203.9,197.0,197.85,47927.87
2020-03-09 15:00:00,197.88,199.11,190.01,194.46,84519.138
2020-03-09 16:00:00,194.59,201.1,191.43,196.14,54391.19
2020-03-09 17:00:00,196.06,197.01,192.6,193.72,17166.159
2020-03-09 18:00:00,193.76,195.91,192.9,194.39,13085.819
2020-03-09 19:00:00,194.31,198.24,193.99,197.52,8121.256
2020-03-09 20:00:00,197.56,199.71,196.43,198.59,7075.44
2020-03-09 21:00:00,198.32,198.99,195.73,196.24,797.777
2020-03-09 22:00:00,196.33,199.96,195.04,198.99,3451.084
2020-03-09 23:00:00,199.06,203.39,197.57,202.76,4090.108
2020-03-10 00:00:00,202.78,204.0,200.89,203.23,10356.606
2020-03-10 01:00:00,203.32,204.74,200.73,201.21,8878.825
2020-03-10 02:00:00,201.33,202.45,200.21,200.62,4791.97
2020-03-10 03:00:00,200.53,202.93,199.87,202.51,8638.287
2020-03-10 04:00:00,202.48,203.9,201.92,203.16,14644.405
2020-03-10 05:00:00,203.15,203.46,202.01,202.69,4477.569
2020-03-10 06:00:00,202.69,203.2,200.1,200.38,6428.516
2020-03-10 07:00:00,200.36,200.36,197.5,199.01,12550.663
2020-03-10 08:00:00,199.0,200.72,198.37,199.14,10716.366
2020-03-10 09:00:00,199.1,199.45,197.7,198.35,9462.893
2020-03-10 10:00:00,198.3,204.34,198.0,203.36,23812.819
2020-03-10 11:00:00,203.38,205.1,202.41,203.18,20860.646
2020-03-10 12:00:00,203.18,205.93,202.85,205.36,26988.099
