時間,開盤,最高,最低,收盤,成交量
2020-01-01 00:00:00,129.14,129.14,128.73,128.88,5406.759
2020-01-01 01:00:00,128.87,130.57,128.84,130.57,6640.373
2020-01-01 02:00:00,130.61,130.89,130.35,130.82,6709.741
2020-01-01 03:00:00,130.82,130.83,129.97,130.12,6328.174
2020-01-01 04:00:00,130.2,130.66,130.16,130.19,7254.984
2020-01-01 05:00:00,130.21,130.41,130.09,130.32,6173.481
2020-01-01 06:00:00,130.31,130.67,130.31,130.41,5414.835
2020-01-01 07:00:00,130.42,130.61,130.15,130.27,6046.66
2020-01-01 08:00:00,130.23,130.33,129.94,130.33,4657.458
2020-01-01 09:00:00,130.34,130.53,130.14,130.15,4806.594
2020-01-01 10:00:00,130.13,130.75,130.11,130.64,3985.456
2020-01-01 11:00:00,130.64,131.95,130.55,130.7,6470.104
2020-01-01 12:00:00,130.7,131.57,130.7,131.55,6125.148
2020-01-01 13:00:00,131.54,131.83,131.31,131.63,6101.484
2020-01-01 14:00:00,131.63,132.28,131.27,131.83,6987.362
2020-01-01 15:00:00,131.93,132.37,131.62,132.0,6830.794
2020-01-01 16:00:00,132.05,132.88,131.87,132.84,6332.935
2020-01-01 17:00:00,132.85,133.0,132.26,132.37,6883.487
2020-01-01 18:00:00,132.38,132.44,131.67,132.04,6575.686
2020-01-01 19:00:00,131.87,132.11,131.67,131.87,6793.27
2020-01-01 20:00:00,131.87,131.97,131.78,131.82,2291.974
2020-01-01 21:00:00,131.82,132.07,131.82,132.07,45.691
2020-01-01 22:00:00,131.77,132.07,129.57,130.37,5182.729
2020-01-01 23:00:00,130.29,130.59,129.89,130.55,5976.567
2020-01-02 00:00:00,130.5,130.55,130.5,130.55,30.762
2020-01-02 01:00:00,130.5,130.55,130.15,130.23,4908.871
2020-01-02 02:00:00,130.21,130.21,128.89,129.67,6779.502
2020-01-02 03:00:00,129.61,129.61,128.54,129.11,6007.349
2020-01-02 04:00:00,129.11,129.87,128.78,129.59,3993.683
2020-01-02 05:00:00,129.61,129.71,129.3,129.57,5938.559
2020-01-02 06:00:00,129.47,129.86,129.19,129.4,6889.204
2020-01-02 07:00:00,129.42,129.57,128.87,129.27,7206.265
2020-01-02 08:00:00,129.28,130.21,129.28,130.16,6005.103
2020-01-02 09:00:00,130.1,130.1,129.59,129.92,5990.494
2020-01-02 10:00:00,129.95,130.2,129.68,129.71,7252.676
2020-01-02 11:00:00,129.7,129.94,129.49,129.61,6197.682
2020-01-02 12:00:00,129.6,129.98,129.6,129.95,5550.577
2020-01-02 13:00:00,129.91,129.96,129.02,129.49,6482.191
2020-01-02 14:00:00,129.44,129.81,129.22,129.4,6138.256
2020-01-02 15:00:00,129.4,129.76,129.4,129.61,7380.487
2020-01-02 16:00:00,129.6,129.74,127.0,127.72,8473.204
2020-01-02 17:00:00,127.68,127.68,126.56,127.4,6966.079
2020-01-02 18:00:00,127.38,127.65,127.18,127.51,4722.926
2020-01-02 19:00:00,127.5,127.61,127.16,127.58,7090.873
2020-01-02 20:00:00,127.57,127.59,126.82,127.25,6864.285
2020-01-02 21:00:00,127.27,127.8,127.25,127.72,6058.666
2020-01-02 22:00:00,127.73,127.73,127.29,127.38,6553.567
2020-01-02 23:00:00,127.39,127.47,126.98,127.17,6817.677
2020-01-03 00:00:00,127.12,127.61,126.9,127.05,6184.391
2020-01-03 01:00:00,127.06,127.09,125.96,126.06,4532.652
2020-01-03 02:00:00,126.08,126.99,126.02,126.96,524.234
2020-01-03 03:00:00,126.97,127.0,126.73,126.84,284.291
2020-01-03 04:00:00,126.9,129.98,126.9,129.31,3706.499
2020-01-03 05:00:00,129.46,129.93,128.8,129.25,951.725
2020-01-03 06:00:00,129.2,129.3,128.83,129.15,417.873
2020-01-03 07:00:00,129.19,129.47,128.81,128.9,761.93
2020-01-03 08:00:00,128.87,133.0,128.87,132.09,3442.285
2020-01-03 09:00:00,132.1,132.82,131.75,132.45,782.192
2020-01-03 10:00:00,132.39,132.72,131.64,132.06,621.934
2020-01-03 11:00:00,132.16,132.59,132.05,132.44,333.507
2020-01-03 12:00:00,132.54,132.75,131.93,132.21,151.355
2020-01-03 13:00:00,132.25,133.77,132.25,133.53,412.827
2020-01-03 14:00:00,133.53,133.72,131.17,131.68,1673.652
2020-01-03 15:00:00,131.78,132.45,131.63,132.45,320.552
2020-01-03 16:00:00,132.54,133.7,132.05,133.55,1152.76
2020-01-03 17:00:00,133.43,134.8,132.72,133.98,943.237
2020-01-03 18:00:00,134.11,134.11,133.27,133.39,184.52
2020-01-03 19:00:00,133.46,133.46,132.32,133.44,184.29
2020-01-03 20:00:00,133.47,133.91,133.12,133.46,127.905
2020-01-03 21:00:00,133.48,133.89,132.3,132.35,156.243
2020-01-03 22:00:00,132.45,133.39,132.3,133.12,179.204
2020-01-03 23:00:00,133.03,135.03,133.03,134.31,887.687
2020-01-04 00:00:00,134.34,134.76,133.49,133.7,132.747
2020-01-04 01:00:00,133.56,133.56,132.85,133.03,374.143
2020-01-04 02:00:00,132.98,133.34,132.88,133.29,198.195
2020-01-04 03:00:00,133.41,133.56,133.14,133.35,1167.575
2020-01-04 04:00:00,133.22,133.83,133.03,133.71,510.402
2020-01-04 05:00:00,133.61,133.92,133.37,133.71,1212.239
2020-01-04 06:00:00,133.63,134.2,133.63,133.91,162.465
2020-01-04 07:00:00,134.0,134.25,133.48,133.83,312.673
2020-01-04 08:00:00,133.81,134.02,133.61,133.62,146.933
2020-01-04 09:00:00,133.63,134.12,133.42,134.06,236.896
2020-01-04 10:00:00,134.06,134.12,133.22,133.33,266.747
2020-01-04 11:00:00,133.32,133.79,133.06,133.65,360.807
2020-01-04 12:00:00,133.63,133.63,132.5,132.9,458.952
2020-01-04 13:00:00,132.89,133.22,132.73,132.79,743.832
2020-01-04 14:00:00,132.84,133.24,132.84,133.09,347.89
2020-01-04 15:00:00,133.08,133.61,133.08,133.32,71.84
2020-01-04 16:00:00,133.25,133.44,133.12,133.2,65.992
2020-01-04 17:00:00,133.13,134.8,133.13,134.5,302.796
2020-01-04 18:00:00,134.61,135.76,133.0,133.32,1052.252
2020-01-04 19:00:00,133.42,134.23,133.08,133.78,190.231
2020-01-04 20:00:00,133.78,134.1,133.42,134.09,109.446
2020-01-04 21:00:00,134.09,134.41,133.81,133.95,98.956
2020-01-04 22:00:00,134.11,134.3,133.88,134.01,29.307
2020-01-04 23:00:00,134.11,134.3,133.82,134.17,27.004
2020-01-05 00:00:00,134.21,135.16,134.21,134.75,700.248
2020-01-05 01:00:00,134.91,135.81,134.8,135.68,628.582
2020-01-05 02:00:00,135.71,136.0,135.2,135.37,811.791
2020-01-05 03:00:00,135.37,136.15,135.37,136.09,707.982
2020-01-05 04:00:00,136.21,137.11,135.72,135.87,1009.154
2020-01-05 05:00:00,135.82,136.37,135.68,136.13,208.783
2020-01-05 06:00:00,136.15,136.53,135.86,136.14,564.69
2020-01-05 07:00:00,136.0,136.26,135.92,136.04,89.634
2020-01-05 08:00:00,136.02,136.1,135.1,135.44,381.633
2020-01-05 09:00:00,135.45,135.56,135.01,135.31,245.421
2020-01-05 10:00:00,135.3,135.44,134.81,134.95,671.112
2020-01-05 11:00:00,134.89,135.37,134.82,135.11,420.74
2020-01-05 12:00:00,135.11,135.87,135.11,135.85,552.955
2020-01-05 13:00:00,135.87,135.89,135.24,135.66,268.19
2020-01-05 14:00:00,135.6,135.8,135.58,135.59,196.997
2020-01-05 15:00:00,135.55,138.12,135.54,137.28,2167.604
2020-01-05 16:00:00,137.25,137.95,136.69,137.12,1180.533
2020-01-05 17:00:00,137.11,138.14,136.82,137.77,308.774
2020-01-05 18:00:00,137.85,137.99,136.97,137.77,269.021
2020-01-05 19:00:00,137.74,137.92,137.43,137.92,91.179
2020-01-05 20:00:00,137.87,137.94,137.51,137.92,143.013
2020-01-05 21:00:00,137.74,137.74,135.0,135.4,864.535
2020-01-05 22:00:00,135.34,135.9,134.37,134.94,462.111
2020-01-05 23:00:00,134.94,135.34,134.32,135.31,530.755
2020-01-06 00:00:00,135.22,135.73,135.0,135.73,296.105
2020-01-06 01:00:00,135.81,137.4,135.5,137.22,767.064
2020-01-06 02:00:00,137.21,139.68,137.21,138.96,1861.767
2020-01-06 03:00:00,139.08,139.6,138.3,139.41,576.954
2020-01-06 04:00:00,139.41,139.71,139.13,139.36,417.214
2020-01-06 05:00:00,139.38,139.51,138.67,139.08,155.976
2020-01-06 06:00:00,139.08,139.18,138.81,139.04,145.829
2020-01-06 07:00:00,138.96,139.54,138.88,138.88,1287.813
2020-01-06 08:00:00,138.9,140.67,138.9,140.6,1436.569
2020-01-06 09:00:00,140.57,140.79,139.8,140.79,727.548
2020-01-06 10:00:00,140.86,142.49,140.61,141.95,1512.248
2020-01-06 11:00:00,141.93,143.0,140.92,141.41,1025.933
2020-01-06 12:00:00,141.48,142.5,141.48,142.28,294.289
2020-01-06 13:00:00,142.36,142.99,138.68,140.1,2432.628
2020-01-06 14:00:00,140.24,141.46,139.83,141.23,1703.485
2020-01-06 15:00:00,141.25,141.39,140.14,140.24,774.987
2020-01-06 16:00:00,140.46,141.26,140.12,140.77,334.269
2020-01-06 17:00:00,140.73,141.77,140.66,141.77,268.822
2020-01-06 18:00:00,141.8,141.8,140.86,140.87,259.383
2020-01-06 19:00:00,140.99,141.59,140.99,141.41,94.398
2020-01-06 20:00:00,141.52,142.34,141.44,142.11,1445.991
2020-01-06 21:00:00,142.16,142.5,141.5,141.68,262.51
2020-01-06 22:00:00,141.53,143.76,141.53,143.05,1296.572
2020-01-06 23:00:00,143.05,144.5,142.61,144.18,2057.866
2020-01-07 00:00:00,144.23,145.59,143.23,143.7,2155.474
2020-01-07 01:00:00,143.8,144.13,143.46,143.9,1156.326
2020-01-07 02:00:00,144.02,144.85,143.84,144.04,749.571
2020-01-07 03:00:00,144.03,144.35,143.57,143.57,634.557
2020-01-07 04:00:00,143.62,143.62,142.25,142.51,1919.495
2020-01-07 05:00:00,142.5,143.13,142.33,143.02,675.763
2020-01-07 06:00:00,142.96,143.1,142.58,142.87,324.151
2020-01-07 07:00:00,142.93,143.03,142.5,142.8,454.179
2020-01-07 08:00:00,142.81,143.39,142.78,143.14,1110.146
2020-01-07 09:00:00,143.2,143.4,142.5,142.55,402.598
2020-01-07 10:00:00,142.54,142.99,142.54,142.96,724.783
2020-01-07 11:00:00,142.95,143.75,142.68,142.7,682.241
2020-01-07 12:00:00,142.59,142.59,140.15,141.11,2128.919
2020-01-07 13:00:00,141.11,141.21,140.18,140.91,1702.64
2020-01-07 14:00:00,140.91,141.34,140.6,140.83,1527.187
2020-01-07 15:00:00,140.77,140.81,138.91,139.6,2115.947
2020-01-07 16:00:00,139.44,141.83,138.88,141.52,1588.853
2020-01-07 17:00:00,141.42,142.81,141.11,142.6,970.255
2020-01-07 18:00:00,142.66,143.44,142.37,142.38,745.342
2020-01-07 19:00:00,142.39,144.04,142.28,143.29,1093.262
2020-01-07 20:00:00,143.14,144.98,143.03,144.7,1087.397
2020-01-07 21:00:00,144.79,145.03,141.98,142.49,643.805
2020-01-07 22:00:00,142.38,143.01,141.5,142.08,523.409
2020-01-07 23:00:00,142.17,143.93,142.17,142.87,744.32
2020-01-08 00:00:00,142.86,147.93,142.86,147.6,3156.747
2020-01-08 01:00:00,147.59,147.79,145.43,145.76,2031.688
2020-01-08 02:00:00,145.76,146.37,144.18,144.64,1070.902
2020-01-08 03:00:00,144.64,145.1,143.79,144.53,1370.64
2020-01-08 04:00:00,144.54,145.25,144.54,145.12,362.799
2020-01-08 05:00:00,145.1,145.24,144.6,144.74,327.914
2020-01-08 06:00:00,144.85,145.16,144.65,145.16,465.421
2020-01-08 07:00:00,145.17,145.18,142.64,143.61,1369.669
2020-01-08 08:00:00,143.59,143.99,143.04,143.99,1298.138
2020-01-08 09:00:00,143.87,143.95,143.11,143.36,922.283
2020-01-08 10:00:00,143.25,144.46,143.18,143.91,1140.461
2020-01-08 11:00:00,143.94,144.41,143.48,143.53,856.09
2020-01-08 12:00:00,143.69,143.71,142.17,142.47,1800.781
2020-01-08 13:00:00,142.44,143.59,140.26,143.07,3318.166
2020-01-08 14:00:00,143.03,143.03,140.7,141.95,2981.42
2020-01-08 15:00:00,141.95,142.33,140.52,141.41,2216.005
2020-01-08 16:00:00,141.52,141.84,138.01,138.95,3623.064
2020-01-08 17:00:00,138.85,139.3,137.22,138.87,1828.219
2020-01-08 18:00:00,138.77,139.96,138.58,139.49,1336.655
2020-01-08 19:00:00,139.48,139.65,138.0,138.0,2094.581
2020-01-08 20:00:00,138.0,139.54,137.2,139.21,3193.494
2020-01-08 21:00:00,139.19,139.68,138.64,139.22,1546.857
2020-01-08 22:00:00,139.08,140.54,138.7,140.47,601.224
2020-01-08 23:00:00,140.35,141.5,140.04,140.69,1268.909
2020-01-09 00:00:00,140.72,140.72,139.53,139.93,1816.198
2020-01-09 01:00:00,139.82,141.5,139.81,140.92,1107.837
2020-01-09 02:00:00,140.77,141.04,140.32,140.33,365.472
2020-01-09 03:00:00,140.39,140.39,139.52,139.82,519.936
2020-01-09 04:00:00,139.92,140.31,139.64,139.94,356.457
2020-01-09 05:00:00,139.94,139.94,138.76,139.12,502.438
2020-01-09 06:00:00,139.09,139.72,138.78,139.4,895.671
2020-01-09 07:00:00,139.29,140.14,139.29,139.82,1577.848
2020-01-09 08:00:00,139.8,140.01,139.09,139.33,985.722
2020-01-09 09:00:00,139.26,139.26,138.07,138.36,2719.809
2020-01-09 10:00:00,138.32,139.13,137.75,138.78,1741.287
2020-01-09 11:00:00,138.78,138.78,137.81,138.15,1214.143
2020-01-09 12:00:00,138.2,138.57,138.04,138.48,747.563
2020-01-09 13:00:00,138.53,138.93,138.24,138.24,1050.517
2020-01-09 14:00:00,138.36,138.63,137.81,137.81,1078.314
2020-01-09 15:00:00,137.85,138.67,137.85,138.14,607.892
2020-01-09 16:00:00,138.26,138.49,135.44,135.98,4290.486
2020-01-09 17:00:00,135.92,136.38,135.64,135.92,1807.36
2020-01-09 18:00:00,135.9,136.33,135.71,136.01,1023.43
2020-01-09 19:00:00,136.0,138.16,135.97,137.57,3260.986
2020-01-09 20:00:00,137.55,139.44,137.35,137.84,6799.721
2020-01-09 21:00:00,137.74,137.91,136.72,137.04,2983.985
2020-01-09 22:00:00,137.02,137.96,136.84,137.61,984.852
2020-01-09 23:00:00,137.6,138.49,136.11,137.68,1726.709
2020-01-10 00:00:00,137.7,137.96,137.1,137.19,897.422
2020-01-10 01:00:00,137.33,137.41,136.8,136.97,576.671
2020-01-10 02:00:00,136.83,137.23,136.49,136.61,635.289
2020-01-10 03:00:00,136.57,136.92,136.37,136.92,1046.429
2020-01-10 04:00:00,136.92,137.11,136.06,136.34,2070.126
2020-01-10 05:00:00,136.32,136.36,135.25,135.7,2858.926
2020-01-10 06:00:00,135.68,136.72,135.65,136.59,2382.745
2020-01-10 07:00:00,136.61,136.61,136.14,136.61,2045.142
2020-01-10 08:00:00,136.61,136.61,135.55,136.05,1901.78
2020-01-10 09:00:00,136.09,136.35,135.86,135.96,1015.953
2020-01-10 10:00:00,135.99,136.72,135.36,136.72,4883.811
2020-01-10 11:00:00,136.74,139.0,136.74,138.27,4348.605
2020-01-10 12:00:00,138.34,139.77,138.01,139.77,2413.021
2020-01-10 13:00:00,139.8,139.9,138.83,138.85,2958.895
2020-01-10 14:00:00,138.82,140.22,138.72,140.22,5756.301
2020-01-10 15:00:00,140.25,143.0,139.9,142.62,5773.584
2020-01-10 16:00:00,142.59,143.61,140.89,141.18,3966.495
2020-01-10 17:00:00,141.11,142.0,140.76,142.0,1012.963
2020-01-10 18:00:00,142.02,145.17,142.02,142.7,2399.729
2020-01-10 19:00:00,142.82,144.68,142.49,143.56,2389.769
2020-01-10 20:00:00,143.51,144.0,143.13,143.25,401.509
2020-01-10 21:00:00,143.18,143.86,142.78,142.91,493.852
2020-01-10 22:00:00,142.94,143.03,141.68,142.86,234.837
2020-01-10 23:00:00,142.84,145.0,142.66,144.91,1439.297
2020-01-11 00:00:00,144.89,144.89,143.32,143.57,1289.234
2020-01-11 01:00:00,143.57,145.35,143.57,144.23,3962.042
2020-01-11 02:00:00,144.18,144.38,143.28,143.86,1616.632
2020-01-11 03:00:00,143.83,143.83,142.82,143.5,909.014
2020-01-11 04:00:00,143.47,143.97,142.94,143.43,767.175
2020-01-11 05:00:00,143.28,143.28,142.19,143.0,865.015
2020-01-11 06:00:00,142.81,143.56,142.17,142.82,1010.217
2020-01-11 07:00:00,142.93,143.85,142.88,143.04,1997.787
2020-01-11 08:00:00,142.99,143.45,142.55,142.81,1118.635
2020-01-11 09:00:00,142.93,144.06,142.93,143.95,1336.655
2020-01-11 10:00:00,143.79,143.79,142.79,142.93,922.777
2020-01-11 11:00:00,142.84,143.22,142.47,142.59,1563.327
2020-01-11 12:00:00,142.51,142.93,142.2,142.85,1232.839
2020-01-11 13:00:00,142.81,143.68,142.6,143.58,587.622
2020-01-11 14:00:00,143.47,143.75,142.59,142.63,583.584
2020-01-11 15:00:00,142.6,143.57,142.42,143.4,1494.517
2020-01-11 16:00:00,143.45,146.8,142.71,146.36,2944.771
2020-01-11 17:00:00,146.36,147.94,145.9,146.58,2463.361
2020-01-11 18:00:00,146.7,147.04,145.82,146.47,660.043
2020-01-11 19:00:00,146.69,147.1,146.01,146.51,322.83
2020-01-11 20:00:00,146.47,147.04,145.21,145.8,232.188
2020-01-11 21:00:00,145.91,147.63,143.0,143.88,1694.499
2020-01-11 22:00:00,143.82,144.14,142.27,143.26,1521.746
2020-01-11 23:00:00,143.19,143.3,142.49,142.59,732.075
2020-01-12 00:00:00,142.49,143.56,141.59,143.2,1756.434
2020-01-12 01:00:00,143.14,143.94,143.03,143.3,591.54
2020-01-12 02:00:00,143.25,144.41,143.17,144.09,337.844
2020-01-12 03:00:00,144.1,144.35,143.57,143.69,297.519
2020-01-12 04:00:00,143.91,144.12,143.47,143.58,277.654
2020-01-12 05:00:00,143.69,144.1,143.64,144.1,173.074
2020-01-12 06:00:00,144.13,145.83,144.13,144.35,1800.2
2020-01-12 07:00:00,144.41,144.87,144.35,144.57,280.604
2020-01-12 08:00:00,144.52,145.31,144.52,144.82,781.251
2020-01-12 09:00:00,144.87,145.02,144.17,144.41,259.159
2020-01-12 10:00:00,144.23,144.23,143.34,143.59,972.353
2020-01-12 11:00:00,143.58,143.77,143.37,143.39,136.776
2020-01-12 12:00:00,143.5,144.13,143.48,143.69,471.827
2020-01-12 13:00:00,143.74,145.3,143.3,145.2,1268.62
2020-01-12 14:00:00,145.2,145.4,143.79,144.29,1046.265
2020-01-12 15:00:00,144.22,145.13,144.15,144.92,1231.854
2020-01-12 16:00:00,144.9,145.46,143.9,144.02,1055.465
2020-01-12 17:00:00,143.96,145.67,143.69,144.26,1282.87
2020-01-12 18:00:00,144.17,144.76,144.17,144.76,137.439
2020-01-12 19:00:00,144.73,145.01,144.38,144.46,623.722
2020-01-12 20:00:00,144.57,144.87,144.57,144.86,77.622
2020-01-12 21:00:00,144.79,144.79,144.46,144.46,24.066
2020-01-12 22:00:00,144.57,145.45,144.57,145.28,617.755
2020-01-12 23:00:00,145.4,146.55,144.79,146.55,968.311
2020-01-13 00:00:00,146.58,146.98,144.82,144.93,630.27
2020-01-13 01:00:00,144.99,145.42,144.93,145.42,526.132
2020-01-13 02:00:00,145.41,145.44,142.66,143.0,12600.65
2020-01-13 03:00:00,143.02,143.87,142.73,143.48,9780.97
2020-01-13 04:00:00,143.48,143.99,143.05,143.87,9515.397
2020-01-13 05:00:00,143.87,143.89,143.15,143.45,8897.303
2020-01-13 06:00:00,143.43,143.78,142.33,142.52,10440.836
2020-01-13 07:00:00,142.5,143.23,142.38,142.89,11666.503
2020-01-13 08:00:00,142.89,143.6,142.65,143.6,9259.851
2020-01-13 09:00:00,143.58,143.59,142.93,143.31,9667.287
2020-01-13 10:00:00,143.3,144.23,143.08,143.99,11327.734
2020-01-13 11:00:00,144.05,144.1,142.72,142.87,10502.111
2020-01-13 12:00:00,142.83,143.27,142.7,143.19,6588.332
2020-01-13 13:00:00,143.16,143.7,142.8,142.93,7326.16
2020-01-13 14:00:00,142.93,143.18,142.66,142.88,6516.433
2020-01-13 15:00:00,142.91,143.13,142.75,142.76,1579.718
2020-01-13 16:00:00,142.76,143.43,142.58,143.43,2506.696
2020-01-13 17:00:00,143.41,143.9,143.02,143.02,1728.443
2020-01-13 18:00:00,143.03,143.34,142.91,143.33,2162.188
2020-01-13 19:00:00,143.34,143.65,143.06,143.55,6994.75
2020-01-13 20:00:00,143.53,144.45,143.43,144.43,7480.89
2020-01-13 21:00:00,144.44,144.59,143.84,144.27,6451.957
2020-01-13 22:00:00,144.27,144.27,143.79,143.87,3670.072
2020-01-13 23:00:00,143.86,144.22,143.51,143.55,3047.173
2020-01-14 00:00:00,143.55,145.81,143.55,145.36,4802.846
2020-01-14 01:00:00,145.37,148.47,145.37,147.53,15273.085
2020-01-14 02:00:00,147.47,147.47,146.62,147.13,8133.242
2020-01-14 03:00:00,147.14,149.36,146.93,148.97,3917.002
2020-01-14 04:00:00,148.98,150.77,148.98,149.2,7713.555
2020-01-14 05:00:00,149.19,149.36,148.19,148.5,2609.515
2020-01-14 06:00:00,148.5,149.07,148.12,148.97,1815.071
2020-01-14 07:00:00,148.97,149.52,148.68,149.13,1625.221
2020-01-14 08:00:00,149.13,149.51,149.03,149.28,1254.474
2020-01-14 09:00:00,149.28,151.69,149.28,149.8,4555.327
2020-01-14 10:00:00,149.8,150.56,149.52,150.56,2857.78
2020-01-14 11:00:00,150.56,151.56,150.36,151.56,2338.313
2020-01-14 12:00:00,151.58,153.8,150.56,151.19,9185.355
2020-01-14 13:00:00,151.19,154.09,151.14,154.02,6490.209
2020-01-14 14:00:00,154.03,157.66,153.22,156.0,11780.876
2020-01-14 15:00:00,156.0,157.72,154.0,156.02,8308.928
2020-01-14 16:00:00,156.02,159.63,153.28,159.63,11714.25
2020-01-14 17:00:00,159.66,166.11,159.0,164.31,26029.702
2020-01-14 18:00:00,164.34,172.02,162.3,165.7,30169.693
2020-01-14 19:00:00,165.79,166.94,162.44,165.59,24706.986
2020-01-14 20:00:00,165.59,165.59,163.2,163.57,16191.934
2020-01-14 21:00:00,163.57,165.32,160.69,164.28,18571.946
2020-01-14 22:00:00,164.24,166.31,163.92,164.0,10542.263
2020-01-14 23:00:00,164.06,168.09,163.84,165.79,17965.016
2020-01-15 00:00:00,165.77,172.01,163.51,169.15,25808.084
2020-01-15 01:00:00,169.14,170.04,166.01,167.35,19584.403
2020-01-15 02:00:00,167.36,168.05,166.8,167.01,13045.071
2020-01-15 03:00:00,167.06,167.09,162.68,162.68,16106.359
2020-01-15 04:00:00,162.65,163.45,160.48,160.6,20631.94
2020-01-15 05:00:00,160.62,161.73,159.24,161.08,14954.216
2020-01-15 06:00:00,161.06,163.73,160.93,163.18,13776.165
2020-01-15 07:00:00,163.18,163.33,161.29,161.61,14032.466
2020-01-15 08:00:00,161.61,162.87,161.09,162.03,11174.691
2020-01-15 09:00:00,162.02,165.69,162.02,165.24,12654.441
2020-01-15 10:00:00,165.38,167.8,164.44,167.33,16425.696
2020-01-15 11:00:00,167.47,167.78,164.46,164.54,7449.51
2020-01-15 12:00:00,164.55,166.73,164.37,165.61,12404.759
2020-01-15 13:00:00,165.62,168.92,165.62,168.41,13940.827
2020-01-15 14:00:00,168.4,168.64,164.18,165.75,18080.118
2020-01-15 15:00:00,165.75,165.92,162.1,162.5,16364.668
2020-01-15 16:00:00,162.47,165.09,160.66,164.24,16010.2
2020-01-15 17:00:00,164.24,165.17,162.92,164.96,14886.585
2020-01-15 18:00:00,165.0,165.14,163.42,163.75,13161.36
2020-01-15 19:00:00,163.72,164.88,163.72,164.7,12951.761
2020-01-15 20:00:00,164.7,166.9,163.97,166.31,14618.57
2020-01-15 21:00:00,166.44,166.9,164.13,165.38,13229.752
2020-01-15 22:00:00,165.41,166.95,164.85,166.75,11161.898
2020-01-15 23:00:00,166.81,167.35,164.89,166.39,17189.382
2020-01-16 00:00:00,166.45,167.42,162.57,163.95,15394.723
2020-01-16 01:00:00,163.93,164.26,158.62,160.49,19133.696
2020-01-16 02:00:00,160.5,161.63,159.42,160.36,14470.179
2020-01-16 03:00:00,160.3,160.71,158.9,159.96,15806.906
2020-01-16 04:00:00,159.93,161.16,159.41,160.4,13406.069
2020-01-16 05:00:00,160.41,162.36,160.38,161.95,12466.946
2020-01-16 06:00:00,161.93,162.58,161.4,162.17,12471.802
2020-01-16 07:00:00,162.13,162.13,160.54,161.0,12809.558
2020-01-16 08:00:00,161.06,161.98,160.41,161.21,11868.829
2020-01-16 09:00:00,161.25,161.31,159.81,161.27,13768.038
2020-01-16 10:00:00,161.28,162.56,160.27,162.56,14042.717
2020-01-16 11:00:00,162.53,164.08,161.53,164.08,14629.598
2020-01-16 12:00:00,164.06,165.71,162.3,162.51,15035.972
2020-01-16 13:00:00,162.53,162.79,161.0,161.75,14588.966
2020-01-16 14:00:00,161.72,162.38,160.3,162.38,14055.35
2020-01-16 15:00:00,162.33,163.35,162.29,162.63,14778.532
2020-01-16 16:00:00,162.53,163.64,160.8,162.0,15206.926
2020-01-16 17:00:00,162.04,164.37,161.74,163.4,15612.882
2020-01-16 18:00:00,163.43,164.21,162.52,163.45,13212.044
2020-01-16 19:00:00,163.42,164.04,163.38,163.6,12780.423
2020-01-16 20:00:00,163.59,165.7,163.59,165.57,11680.829
2020-01-16 21:00:00,165.62,165.96,162.5,163.41,13088.232
2020-01-16 22:00:00,163.41,164.39,162.91,164.19,11608.266
2020-01-16 23:00:00,164.17,165.04,163.4,164.26,12109.178
2020-01-17 00:00:00,164.3,165.26,162.23,163.84,15284.735
2020-01-17 01:00:00,163.83,165.09,163.47,164.91,13044.827
2020-01-17 02:00:00,165.02,167.29,164.69,165.73,14211.631
2020-01-17 03:00:00,165.66,167.5,165.02,165.17,15304.188
2020-01-17 04:00:00,165.18,166.8,164.97,166.77,13334.183
2020-01-17 05:00:00,166.76,170.34,166.16,170.0,15753.708
2020-01-17 06:00:00,170.03,171.32,167.64,167.98,18082.42
2020-01-17 07:00:00,168.0,172.0,167.5,171.12,17232.926
2020-01-17 08:00:00,171.15,174.99,169.92,171.7,18978.582
2020-01-17 09:00:00,171.67,173.17,171.06,172.04,13046.306
2020-01-17 10:00:00,172.15,172.64,169.56,170.8,15641.857
2020-01-17 11:00:00,170.82,171.1,169.95,169.98,13701.761
2020-01-17 12:00:00,170.0,170.31,167.33,168.12,15774.361
2020-01-17 13:00:00,168.17,169.5,168.04,168.65,13223.407
2020-01-17 14:00:00,168.7,168.7,165.14,166.4,16622.134
2020-01-17 15:00:00,166.43,168.63,166.1,168.36,13594.569
2020-01-17 16:00:00,168.37,171.42,167.72,170.1,17213.356
2020-01-17 17:00:00,170.03,171.57,169.56,170.41,12770.897
2020-01-17 18:00:00,170.45,173.32,170.38,172.5,14110.036
2020-01-17 19:00:00,172.51,173.74,166.89,169.21,20285.117
2020-01-17 20:00:00,169.21,170.65,168.53,169.16,13243.731
2020-01-17 21:00:00,169.17,171.5,169.1,171.38,12695.026
2020-01-17 22:00:00,171.37,173.5,170.84,171.86,13621.537
2020-01-17 23:00:00,171.88,172.57,170.0,170.01,13436.275
2020-01-18 00:00:00,169.98,173.72,169.0,173.19,14934.251
2020-01-18 01:00:00,173.22,173.7,171.81,172.72,13307.355
2020-01-18 02:00:00,172.73,172.97,170.7,171.26,11726.835
2020-01-18 03:00:00,171.28,172.48,170.66,171.99,12736.075
2020-01-18 04:00:00,171.99,171.99,168.09,168.71,14962.753
2020-01-18 05:00:00,168.6,169.66,167.13,168.2,13660.577
2020-01-18 06:00:00,168.21,168.27,165.02,167.92,16135.709
